,AF3_Delta,AF3_Theta,AF3_Alpha,AF3_Beta,AF3_Gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,FC5_Delta,FC5_Theta,FC5_Alpha,FC5_Beta,FC5_Gamma,T7_Delta,T7_Theta,T7_Alpha,T7_Beta,T7_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,T8_Delta,T8_Theta,T8_Alpha,T8_Beta,T8_Gamma,FC6_Delta,FC6_Theta,FC6_Alpha,FC6_Beta,FC6_Gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,AF4_Delta,AF4_Theta,AF4_Alpha,AF4_Beta,AF4_Gamma
0,130358.78124217282,287.7252757449955,203.76202597275022,102.88225372997474,70.6903583577577,129125.12544698725,235.85295779265107,144.3595000779566,108.0493390097039,52.064864589775695,131921.72768351543,296.53533186750417,231.07891515500998,77.29925325615655,39.52781735894899,133380.68706741295,244.0734241087655,174.46885515067416,85.18155401218822,48.40312923681729,148301.75704824112,268.74296123370254,169.26097246871797,91.93601345783797,43.04684632688052,130375.78604087408,294.17263776049015,110.08959165804016,61.365358384347395,30.814436806534857,138438.23051051443,369.4081513391205,211.71866021152502,78.72608114640806,50.42977948238634,138778.60518157648,383.24051195424806,382.19583043288316,78.2117553931874,44.20446933489394,140252.37680565612,36.857695641389505,39.16596035193284,20.97668411424628,15.064290377900209,129928.18740392008,417.5015003808031,402.7072761893997,90.14461898714526,43.67785991499063,146319.88619405433,360.88364656825473,311.35337574749786,81.86456848529106,37.992560902440154,150060.9475297996,258.86890761633913,217.4957794176525,60.098775497546704,34.61132717921519,150886.6334682336,583.3483866204388,420.8785728077221,124.16912257912726,57.462347427665385,150955.5007945375,383.19884174819356,318.26186706724656,160.1641391323065,64.52087835298057
1,130283.94290117017,221.82317395467723,121.66292056807825,86.49497829185756,49.43786902039328,129780.58341113897,379.11325287447625,136.07799616387746,79.23528739031516,49.39013457629415,131678.12320276484,341.3005474488656,264.6038819599599,101.40232062302472,55.762976174349426,134582.49253506438,357.71647779464257,148.58989856176632,70.87733503581586,42.26032609422245,147752.3105112093,286.37412368716554,125.69312851915078,70.20847126742099,36.70300413365081,130139.87925780854,307.71101071689696,154.13585392393537,79.58059380811174,42.24547855383097,138263.2173107497,422.0839614872408,243.12358054856276,111.80837737065583,57.55505237929456,139008.61257139695,340.6749108957467,173.41327518359117,81.68296353157858,42.56588423927323,140194.74322161745,80.10101812413538,46.62818411540944,26.29014171853989,18.53804774285917,129722.08497852636,509.6219943915537,246.93903613650482,130.28521179231495,76.72439622291468,145966.01628254962,508.8788504820133,257.5080360322862,110.11751810035449,62.254244916133935,149974.08203200743,287.7740614573391,171.00905479246143,71.87257763477575,37.14375970024892,150250.42228228826,808.1789405050854,353.97765303014387,191.08998341516772,100.97358975080844,150479.84596830222,493.0670544254174,227.315307417948,189.68859972013792,86.72416129144122
2,131438.3818123013,323.7402668376409,141.38777117300037,129.19246898038944,56.10492430559881,132924.2286927007,289.09317788017194,148.3917395271076,128.2510356808885,50.005440429015955,132307.94554195594,173.14355338684248,182.59803564931323,65.23801405905105,27.059551551938842,134052.23790265928,187.1572459897771,96.30237552892036,57.33467100418209,22.24824723887783,148364.3572688524,107.70215943678616,35.712396334037095,41.238518832889426,16.24570547424908,130745.05009934759,57.0704578041188,68.6888724790095,35.79435258306187,15.21970699490831,138766.90122736074,104.59163420550678,105.79609461948823,53.346988730185124,15.950812367111379,139269.8775897325,209.87962852387324,177.75273704209064,75.45068532153175,27.026088523359146,140519.69509218182,33.76561284510493,27.405886749678608,19.543770239120875,12.60658832253973,130363.62377193772,129.95811838024167,136.76800160182958,70.47165773082104,21.258945036641485,146715.96483692195,112.87667154516296,144.03122598038752,57.435256398723176,23.634341978473717,150251.20804424115,108.94226211360282,108.18286547457484,62.23261534080379,19.24903641655884,150782.4386986053,123.40584463062308,246.3973142290434,76.42576194271298,40.64538926650631,151086.05640720297,158.62422676968353,225.01187571826617,162.8257046299409,59.37379101691593
3,134263.58161939465,171.74838527759783,142.83998672712954,66.18131874000582,49.18605221722196,132653.03737529877,438.74262343338006,269.14362364318515,189.8648446655848,69.70821547926985,132571.98692347604,160.73892011554952,185.82882662052248,73.76754215159397,27.873176469536546,133791.3625312494,173.24349318823184,75.45852820160864,43.646481422902845,21.550248518485926,148510.44358665548,102.90133208590302,104.40406343249208,56.90115269718923,21.149343312699955,130983.0773684111,90.2064451636926,93.39506702637344,51.29989196006005,20.87602501121088,139665.74079310326,136.87825334082063,74.20179301017191,57.39874425448946,25.10184723541085,139525.3069620027,261.0857602201368,168.3998233646498,101.87878762371474,38.94072330210375,140554.72675997452,44.70110335525504,22.837634174405192,22.612845785572105,16.101987842224293,130773.72168565664,215.4694205636164,204.67983932031314,89.92199321116921,24.85686506553517,146898.02146418835,280.0402573531998,221.81732916918037,60.99776172783569,23.38198549990382,150301.77477282385,184.41336656413014,139.65119731629483,64.25385275067778,19.94656031157375,150898.14814755577,468.70740675971484,361.6447326418149,121.91460635348588,29.81490296471853,151361.608530912,271.92728724073123,269.67012310873764,147.90663812510672,60.074092954153
4,133573.60574366644,386.69123195649513,138.700007347565,80.88422939800441,53.42992370081897,129560.6854874105,414.0358213821143,207.25131480108777,103.68646457941178,34.81638719561996,131712.91282895263,539.1433887402947,178.19525493474117,95.92798567069572,49.28264926909454,134243.73763692536,145.3419036836224,68.13803377610647,33.95647648084205,14.738886423013982,147711.50204983997,257.2973795445453,180.59982742256975,71.46543806040228,34.12755032263768,130282.94203526711,234.93871888957642,152.51603257173085,72.0494787508095,35.186626373637836,139236.30582841687,377.670250669599,168.106488363522,119.60673003680972,59.73229109347434,138110.67992263104,491.88921012961964,213.01928164655266,121.2143684493735,49.79049231974672,140524.8455635473,69.66606781449971,29.959054023328907,19.844846051955443,15.485802538236698,130295.0816700873,579.3932788353375,273.06583801741897,129.52560580776085,60.764115520378944,146333.141156995,553.8834186996264,280.49324697559797,115.3749799785601,66.20882517256979,149788.79307336977,366.2944226360813,189.04709951565295,69.13602460957152,33.51866723880447,150210.27541852486,756.2774661934723,417.33672133526085,162.74969053252062,79.88180856453664,150429.573608941,563.81598153443,325.68471644356794,134.17033072659058,63.687823693448124
5,132146.86818387074,219.92775722005192,92.6825704387213,84.83202001721673,33.71152095114203,134781.07714601653,466.96661581997967,296.9375805817758,147.33934763286322,87.61989950875828,131421.5005014239,253.36502509860057,196.7861648690482,110.3005033023374,46.53739813912263,135501.55210550758,156.02803949841407,73.32258761773534,39.672639374397306,21.076758548400814,147837.99118121178,191.47072451678,168.57346467666517,72.62714496735117,29.540493862940615,130637.60497430286,271.2011891037386,128.5923819958696,70.63935112866017,31.586843911697805,138060.59311748538,240.11547605960925,182.19239418586224,76.62289146829045,24.61690168322749,137667.64564350096,346.85393167716404,291.3501519038118,99.64915706308008,40.479321912248814,140336.86122338474,30.57803767771583,26.95592282759923,14.842054489560516,12.226295102375762,129249.79731102705,360.6900318640096,205.38756783746098,83.95830463446178,38.28010834798226,145301.3202201254,388.76176795488504,153.07394613158473,97.02804264395503,43.03534917113577,149340.3705457217,178.32789479616065,98.9099103815074,77.7659090599398,28.366298152918205,149374.2367274527,588.8853038447331,240.14215042769894,134.86428990240663,66.11550068933371,150106.6392357588,305.84668454745497,187.7236805466423,116.83826190207535,51.74897404868703
6,133096.55827108084,585.2528676072767,367.8672165429719,167.18884432326598,108.91133407028217,144969.5161362006,1442.7305300000526,671.2452056020688,320.09753180448973,182.212997330321,132648.47231453581,78.1032750922662,118.89194597816753,78.32260922441117,32.6679874206991,133991.05030010836,151.0277698233373,82.40948781592553,35.20049927854822,16.713969470165896,148406.9698017245,118.17251761974225,119.33376476799586,50.675362277267084,25.04743243205728,130928.32953054985,132.66615084130487,57.93467239166931,50.21721741220074,16.18858174609218,138561.5093123124,78.00753636670755,101.96817357840666,55.4526729458247,19.675288522269845,138853.5269728696,148.18458834963627,143.54112526433607,68.46658680435044,24.64855136031599,140479.73293269277,25.201233654157306,19.502648024159978,23.52157977003617,14.148260466783267,130227.58735637393,232.75473898786075,143.5824402912436,79.06038651618397,20.233662086621067,146378.75201663552,559.8753700206498,215.8904763010675,117.09394537264446,53.53472050708212,149910.15516398943,152.6251379207681,114.49541020640754,61.065612048573435,18.865731765697557,151032.63507672696,432.11148670072845,248.11426796780722,106.83886045876663,32.092086795504535,150980.80255405887,124.05471432569723,192.5553425654222,118.75298969212801,43.03775780492568
7,139671.7378412948,296.45215635674316,174.4102032407822,94.56687592261179,59.386558553950366,142478.06542783297,767.136147028968,397.4606625546654,222.84075111760723,116.40911003378848,133246.73238514276,238.43762841897143,197.97023118762203,86.82648382493093,40.003645666708316,133803.81748417363,163.48414869152714,88.71627252592964,54.76919614630987,28.052370347990756,148852.34469141156,221.61752853407867,149.22561570719975,81.20936408351531,33.90128477935456,130952.43990432894,209.03455816465916,113.58696517113077,63.6877552324402,30.932274602164018,139045.37167042217,201.91197667590248,131.4777493103314,63.569277771749334,26.617728856998834,139963.94051247783,154.20754827838266,277.2701036620915,93.06087912094442,22.943902004236122,140377.8852767782,34.05943326594819,46.56949265977473,23.630676103496807,18.102068340858168,130544.94379826305,269.22534229473035,326.75662603974064,119.07163127253365,46.027039636181236,142637.2315186977,404.1592561948491,293.7387012670921,147.2507266270528,65.34933466258151,150178.4723465903,165.24293684769503,181.83598785174337,62.4966244123297,25.058659972689252,150841.73583605033,528.7532338966525,335.17036575097836,158.89410662465812,67.74000556599434,151682.18369325966,328.7504608825552,221.1915979244244,137.92110829784372,64.31466491575469
8,139064.24452876137,343.36306699850036,236.14677783825044,114.3566234122285,57.88240090903466,136273.15454936298,795.8308811097479,496.23396735264294,241.55181678154136,130.08294643923534,131167.70029049908,170.37237395780087,102.77888754039267,69.20442971665813,18.23328107702457,134466.92201161524,292.9409294772548,168.38424130597235,89.64328147683226,43.440771563075344,147469.30081943198,98.4589071763728,62.59087058710349,51.832335212075016,15.183254747226243,129176.15668631656,109.56700932193584,50.73618749123971,46.55775040690817,11.933346566625026,137715.62805547233,195.00657072982045,86.43785409453088,58.04927645469925,22.109392329425457,139278.37712173583,158.17803752835397,106.40782719956418,71.71697450958908,20.646171799356136,140305.0029032977,47.293763010748386,33.44675157406315,23.979299206380603,13.775837951511855,129093.59927039249,234.3723893494629,114.18635512427582,78.45290516291949,23.557510735867925,142133.17903372552,363.8116045920073,172.33351716727623,118.40835302603725,44.22334058946288,149744.07545779223,144.09268190218717,78.61676200703735,66.43709165274086,15.77672243169181,149276.5879240655,392.70471806953856,256.78745262399565,110.40580251127697,29.715329774866923,149725.98818438684,203.944804097619,146.61709776367195,95.39986076922699,49.14780028590152
9,134272.5540094603,352.7573100661243,124.00018071020949,92.95024094636116,60.28209173970025,130261.98558770827,681.7175657724342,282.618871458043,167.32063371947405,83.22566498350656,132404.98318202212,119.78833174008578,183.71752763961854,71.24487641533486,27.1828857937807,137365.00911170605,296.60076487642425,67.78436086630632,43.79898626938398,21.79984524286733,148553.09735698684,151.7095161128675,107.16428514781242,49.38235028477726,26.897219404286293,130320.76681587196,195.52824623992606,89.06855685338877,47.32724874091655,26.08088061340073,139450.12575792658,197.6484333072452,84.76570481155767,54.97782262122519,31.877616875180486,139675.4635550074,198.4304210379739,249.91052470444131,73.82068855103859,21.328240732142994,140807.17543094323,56.77164977587722,36.07254509671179,17.794635841959607,11.717743931807712,130197.6946799065,256.59968667548384,249.71954393830748,96.11072714205228,37.98367223158117,144890.87447996883,222.53040192164298,269.13242307287334,117.59240772804252,59.32115612083382,149953.76762578925,73.43452336593195,116.85333359974663,64.93465452794925,18.563804697521586,150582.87332213606,236.27907532976405,329.05571975473947,146.0673560995089,65.89192528423575,150857.7925412649,165.75599864896733,221.07779749328762,124.16964147577167,48.415139143652986
