,AF3_Delta,AF3_Theta,AF3_Alpha,AF3_Beta,AF3_Gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,FC5_Delta,FC5_Theta,FC5_Alpha,FC5_Beta,FC5_Gamma,T7_Delta,T7_Theta,T7_Alpha,T7_Beta,T7_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,T8_Delta,T8_Theta,T8_Alpha,T8_Beta,T8_Gamma,FC6_Delta,FC6_Theta,FC6_Alpha,FC6_Beta,FC6_Gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,AF4_Delta,AF4_Theta,AF4_Alpha,AF4_Beta,AF4_Gamma
0,146361.74906994932,176.3749216422106,212.20828987254873,126.04758118686462,22.497330480057737,128232.42720348279,124.82986984735194,185.71123146836925,91.17434195197373,28.343539289052888,146774.53679126545,110.65835441595536,190.66610061875835,124.52387483898428,20.04054645299226,141216.97364387655,136.05136194293982,201.76298645415156,75.84891050816829,24.28253919789994,133113.4457609483,144.631382816089,126.98242674593233,69.46853101022747,31.760795908939368,121313.54971601133,211.915014368634,229.98015868533352,72.85719044930914,19.638998520073162,128050.37371608731,204.38186040431316,361.2595024660442,140.86022304997817,29.7831017443169,146036.03288690434,157.46995060342982,510.65677456996775,172.20468987091562,33.26118376220503,149116.4520647479,178.44676270000647,591.5392247279473,133.4372321093066,30.26508807598277,136227.53888399186,76.02119881265642,543.6602738600616,118.65650807415689,30.47070716691587,134149.44708373526,175.21079502719815,360.2943868200839,117.23725442250695,36.35005971285541,144083.2847788194,155.60972882440527,215.59336541930037,152.11691936519,26.131918274000483,142971.16570027816,172.60632041217838,367.9706483319485,131.9251942132911,34.59530739235913,135047.2269507969,189.89678005277685,293.01183572998457,130.35606051674068,24.333161042845056
1,146503.57943086213,170.8780879961341,250.28289922653187,141.54441394915256,34.19076729084226,128810.2117297261,179.39713816456452,272.636468912183,138.29416357764228,36.74629347655327,146512.20180747675,171.491476266765,229.3864402297127,118.21111832628253,31.234663365557562,140947.06948566387,192.29436696396246,251.16344608344963,111.47856943961969,39.914844772357604,133080.57510916292,115.50290440664179,207.1614083302656,74.46002133097218,29.63308402195203,121244.73641659116,131.8957019824928,185.50926950244946,123.99555693612577,32.46257963648784,128907.62649657266,397.10593961251703,433.91442870340416,146.90897643476234,21.771422442075796,146014.77797874916,376.73601213824196,529.0541371858521,175.3244214111033,27.81017866625335,149611.00292798126,361.05814505507374,541.8406847599482,235.94402776845416,29.34162186167661,136486.87497080216,214.41036314989987,378.2565699990671,216.5887244487959,34.47913396358433,133608.99040766573,310.8408784646053,456.1699456949743,174.8218150623104,38.38258004108909,145445.4229165285,228.38230180979264,222.88366755643108,134.47474233685818,40.270448760718416,144920.25606197957,368.58135901608,444.98994161095703,201.04967378303746,51.36932332637455,135145.8302006278,210.5110683610407,324.9888049553236,159.3639978426969,36.889153625559764
2,147216.07775933127,261.299076027314,316.3823707407959,112.2395043788637,31.26816292887835,130337.801384518,302.06929339505507,294.89970349782544,108.68545911826574,42.118532967093735,147091.81473737772,168.8254858532676,240.33219105040348,90.2397113876431,22.732320364426425,141361.03375896442,148.3225792256706,207.45667984951942,75.07891523224207,24.436296209872655,133511.4838485592,102.27598751199153,112.2060816752648,71.89656787417691,24.2863765235367,121772.41872967531,160.11442277735537,183.73394014402885,97.40430258146331,33.85001200917038,129126.2171876301,211.88914651513977,256.2643621855571,142.3619397620956,29.088508036161823,146202.44561740023,287.7831774700802,832.7427903646856,136.4230323017294,41.8175468773057,149640.34953570797,251.1496595910262,693.2533542219358,122.9564783112944,27.657790846951382,136725.3890311726,239.41650138292349,530.4142168573023,116.5038794071356,40.9368186843923,131968.62029303086,314.43125186391524,439.60932915966464,109.96207543082292,44.02372452487013,146346.14835528098,194.39199623467212,313.90341916180296,86.97273504505254,25.28272721272491,145022.76402381388,233.42257365269853,375.7269685598403,140.1604801528187,41.2067140149926,135424.74875055358,277.7673176430068,364.0193975701058,103.85303799502445,28.286077998298815
3,147559.28417424895,333.4405843066154,228.24486695439282,100.56588417236955,25.70542028838999,130083.56041410413,352.41477516355474,227.9761027825936,97.69763325203408,29.36496925694736,146870.26011215686,178.3424080827539,183.7992399162223,93.98513503711423,23.344706601995664,141674.35260627445,95.99026363926055,223.9658398832367,71.7570332662755,25.613444288798878,133529.12851053601,123.13836916310731,137.0834759309564,66.13738749425158,22.44373405563513,122069.99146593582,118.6992254103053,211.08499065714454,80.26970707037938,21.78098937472048,130303.96139003677,231.96336585474145,224.51167780650215,164.0412087530422,32.645498529720236,146508.08943817596,217.47954014805123,689.3763355564313,219.96002084862775,22.549147307812884,150059.94468830506,175.79845285827923,606.6642615178146,199.87573243674476,24.661407732507005,136823.1718432708,157.1534493985185,501.687290691401,140.66565384416543,22.385530403085305,131883.17871466282,168.09827502883022,430.24034795928947,125.0563456081796,25.790696407081686,145804.07497456038,299.4213650167828,311.9054003686808,114.07284080939864,41.09522290518272,145619.31056860663,249.88938342390298,440.83138510701417,114.29668242125295,25.330139528340748,136000.3426526298,344.4611343862761,401.9754245381001,113.57066959763267,27.258343233475237
4,146812.74388244882,250.7000231190712,376.5480964590114,144.738972300926,40.0486237743373,129075.915973889,256.3365568322171,302.3624447640455,143.31153584337258,43.53752666271784,146507.721621498,230.9420525479215,315.1594441917603,141.86553809950522,37.61415930014273,141893.39111185144,228.14554985281916,275.31607645364073,135.1906893044537,46.68604691403143,133169.85528423454,127.59469322531854,199.62681717789974,87.99566730330251,34.23633514171309,121605.26759335368,206.7528610464328,246.98389185380387,78.7245200881677,23.498645071647783,130740.67384941921,191.0432978111274,470.31686069908255,126.34078048964784,24.8738306961751,146207.5474535621,294.5032297757154,564.7446418524901,112.6779861553894,27.636352611331088,149819.29891712748,399.4322600150105,548.6965808850284,113.6629782618233,23.647018980312964,136634.94889120758,351.55305010771684,530.0812522267274,108.74213356368956,30.185736470653048,132068.6937249424,315.35846347015394,536.8530167417903,135.27448075801863,46.18677505841167,144958.08315659335,334.0118385995718,446.8130824945679,101.81339109106341,29.125117117967985,144859.7260429243,434.9907078492649,572.162969989078,185.58845615804472,73.75204929517517,135253.5350900663,290.3612759432151,480.18008201958554,132.14427983434533,38.37486973349121
5,146686.2575692633,188.31473920683658,214.37692606325177,126.79526100427294,27.037882290708907,127834.93670945255,245.4968342000683,165.34220074474183,106.27138879779999,24.596844507046065,146904.32999414933,145.60301369441322,217.7254559058634,105.36832854546017,33.4493036388079,140677.63174055098,134.15698934978542,143.61180054292151,86.23728622385343,24.632657828020545,133277.57806000026,135.0885671449184,145.49476347679638,86.69391159649098,36.322806584040094,121479.70361066124,85.62217448261734,210.62769989001637,93.77067978303806,19.353257266216946,131293.9805849278,133.25362115067207,643.1966153384731,91.80309286304154,21.778406754977517,146724.6663549518,173.29898958237104,736.091115858314,163.6526690628525,19.572731666765527,149988.13084016574,194.97302993428843,736.3536276024805,164.9895923260314,29.5572554728568,137108.9043038827,260.466439793415,587.5965336690297,151.5785506707799,21.665859101771527,130998.02993882884,411.4015643842385,472.78258366153887,160.14737569013542,39.33825801623747,146961.80152824565,334.8505318881099,338.43167777602423,110.85387174349715,19.730660716920898,142527.80608501867,321.2730428438273,475.46744580153,158.47325191263718,32.11476091107141,135845.48667505546,295.23386701601294,419.09514252469404,128.218225412975,29.127091929416586
6,146903.939103089,195.30478760042934,195.26214997968066,98.94475315075903,22.000125486412387,128392.58406973732,197.30462125270827,281.4479776546241,74.20635280658453,23.990317970340506,147297.26098414403,172.7393260925549,173.41797927465976,84.09410297074585,19.57475032310532,141037.97037747648,205.55748510351964,230.54358951497858,68.97051061227522,23.513305043882724,133181.90698572763,156.26733191812224,194.9717621321632,49.225103201160856,24.611621005755254,122190.03761022541,157.27472143939897,362.62269018020277,65.7908355809933,26.01351934873222,132387.3256055623,168.65773213886678,458.4012794608626,84.28494839259287,20.78681367446025,146837.4647377948,334.611843260417,587.6155226364956,113.03631218821845,30.639207901058867,149936.0366224488,299.82949796418626,595.4975897781592,126.04482380293945,21.63875630754374,137197.5997335167,308.32444591418187,424.6771056522804,122.95666523265443,31.650769978732928,131325.13497518154,292.3059106375048,334.1742996211934,116.58510110707945,40.538195360871775,146084.42071002393,252.17213498910886,294.756221281883,99.33185124970194,17.03643800872895,144603.55371880854,312.8573164177,269.1411059828124,138.74388855364074,48.01761011578823,136141.1673778027,265.4835471835585,270.57317079829664,112.88943236001788,26.75410707645394
7,146802.17518288922,213.40175477035365,293.37598187464755,109.01146551175282,25.133802439656744,127908.82213135935,176.84831795716588,276.3310601528177,79.47685044795135,25.01470284476336,146965.55785544403,177.7730090867959,289.520928043372,91.88207478778469,23.625869350838503,140773.98313303574,135.28755261134998,243.09955142640436,88.47191899897909,22.469356439862416,133268.23099421858,109.91540218106954,252.89666219487012,69.33928324057031,29.617416710857935,121151.04197213562,122.23251241826398,296.81354810114965,91.83570063675106,20.94429796008004,131768.47353668322,189.2491469982952,624.3774927689396,140.0792102325393,30.602800067340205,146704.60275997382,273.49127490460626,812.667801423007,168.51066824238833,52.71773647139459,149523.37948641367,307.75403025611564,593.3722781994545,162.64123912929682,32.18446868551318,137250.05927567283,233.82281606994417,354.43905272337287,92.62798853565698,27.582644572537035,130672.23551473062,228.94761449533624,287.1010435557728,107.56008778972074,22.90862749201393,145218.70891465587,140.12916207027538,308.2297084872184,98.09446251929373,30.50426512512083,144505.96690474852,340.0951995230215,287.11308593516617,110.80979289171313,30.384303205192815,135814.1491904691,202.0766886137978,323.3262066983277,115.2847981774399,25.89641200372904
8,148321.01256516573,307.5830098025952,219.4032442896578,110.99308281702044,29.92610880674223,129119.86070007084,206.09283533382506,242.843239531661,86.92687307994377,31.44558015177221,148345.06370281347,257.10651102267815,173.62419555937862,102.35618980113705,37.12954139630349,142808.31546719756,234.08032733752972,192.20275944675868,84.2827717995234,42.08001124695201,135159.90809765583,273.40845996463986,270.0709333293934,86.50112701172988,35.75810068905735,123368.33917904466,373.06981986658144,380.25712176987076,122.19869757994304,32.81284371819327,133162.47418977213,298.90616377993916,558.9923794807554,112.95883497972557,24.5881997081269,148296.92539524962,465.36691885742084,489.43576026276014,103.77043572156263,20.88751979086313,151104.18270119827,398.40913824095026,664.3406917271265,146.1816199564493,28.010171322188526,138849.55659987856,332.3012458612374,430.11146528723054,119.14811740867304,29.15180975099979,134413.40388439508,780.9922417714669,536.3339459044971,240.13162096201845,107.9603138640508,147154.27049691047,319.8000973203622,258.3769085345482,144.28349000300946,51.04301181202206,146487.5337382479,284.1706660291974,285.59078924624237,133.82133410595117,30.83543542206868,138011.15555897445,327.8693422696633,290.81938330900874,139.88197645023428,46.28161479803
9,147533.75176598996,200.03982572324753,268.62808784791594,122.15218795403156,30.87637766129537,128932.99507034314,184.32140564838693,165.19100731808246,99.60627551860632,20.227732026172852,148846.2561982406,232.53550173344138,268.57596069323006,133.8338988344551,36.67210256343962,142209.85424748724,234.17703684770785,119.66517970340698,80.45926234936911,25.84651102405238,134442.813290983,169.9943229355359,126.13400463296759,66.35836228195566,37.24795231365496,122719.62468639134,237.0770307964932,216.91148709167803,64.56591311682539,25.817427490850896,131530.13527417116,241.07822431021765,458.39865034188296,89.98137592441374,21.618480890366413,147306.3912490009,342.515190344426,710.4423818797135,135.94988831763473,33.469309611652605,150464.29069868074,286.6402395420203,654.4203823492686,144.27030494685403,29.31000276640858,137968.95970977348,230.16782970637541,464.9552545652939,160.1280652570299,30.99024460278404,143833.12245167143,841.541070160407,657.3600392386347,283.68739461661676,141.18834834013813,146696.22480383224,427.0617202937926,315.5814242093495,152.4480278640551,59.97147555104118,145740.840875353,269.28630190575,379.03290187936295,148.37137151847793,43.933230798857565,137200.90187912955,233.28224915902524,366.47128798047845,150.8174513719773,37.20084283398952
