,AF3_Delta,AF3_Theta,AF3_Alpha,AF3_Beta,AF3_Gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,FC5_Delta,FC5_Theta,FC5_Alpha,FC5_Beta,FC5_Gamma,T7_Delta,T7_Theta,T7_Alpha,T7_Beta,T7_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,T8_Delta,T8_Theta,T8_Alpha,T8_Beta,T8_Gamma,FC6_Delta,FC6_Theta,FC6_Alpha,FC6_Beta,FC6_Gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,AF4_Delta,AF4_Theta,AF4_Alpha,AF4_Beta,AF4_Gamma
0,130845.64224267371,386.9380124427034,143.54565834606038,89.22131046508922,46.81951002578437,129066.51254103314,450.3853827263241,164.24722203334989,107.572412560238,55.67888363552842,130239.26093928577,311.9674002539218,126.92292403459746,75.72359784505053,43.87377808973724,133326.54813026992,299.9970088371162,119.26565343421116,101.18296365023822,52.59048269498132,141299.18711245738,162.3163753776012,126.32458256332055,61.42425684094638,35.64709551710064,128213.15987292008,140.95408779582985,122.26449884928117,71.4148549325651,37.398997983706714,136467.52583501465,154.6254006884394,135.3575492029423,70.78932325612351,32.90443034435908,135031.58683529726,185.31497445248132,147.87758092284804,83.28437127124235,36.14351291642734,138083.0583374636,181.85085859043204,169.32958285476892,88.43728124388379,34.20542847282684,126157.63439547672,265.89564355775076,176.5421881516743,107.92611048497061,50.65975282499126,147910.3126748963,273.5799055507187,140.9442209829217,83.48807707598411,44.743123562485174,149522.5215437932,273.3489369494293,124.05740416274048,76.2330183050191,39.57115456385482,147638.03867765982,359.6630900854927,168.7258582694688,93.71255737465064,49.522498805151855,149752.70811121413,502.5440109162302,192.9510286700826,109.5959787906674,62.85103174076518
1,130932.79297503227,439.3700674045673,122.322489407899,91.4052209030275,55.64567930229396,129613.8050893129,571.0020052280835,187.2182834753682,128.4698912577347,64.46130160663606,130555.22098762008,388.73446738821394,160.43885224746964,87.44233844394961,40.11194138311218,133367.49527515896,299.71857581523614,130.73384935241722,91.80665014806505,45.81907415134424,141196.92157892528,188.63374069194515,91.53171685722108,54.70166036582103,29.70857607957621,128054.89554035808,130.30532550611733,71.53727782519125,57.513269692676175,23.03335855899657,136252.8468090086,146.57409533490204,88.28523253984406,49.34436029376671,21.431932449576117,134834.6035277053,86.67363124299854,126.36083181954908,64.98991226700436,32.74209732595401,137807.7112895661,130.19760550444184,103.84309002298778,64.67278678075353,26.04281949610112,125703.05028458814,226.31378223668221,123.59858459124983,72.0697680487619,30.42392188122473,147912.1350191677,354.2711783932126,118.60625229086014,72.84070900983748,33.79736341097599,149085.92239973578,237.84963132409655,154.46970979105575,64.65145812249185,24.06985488956607,147697.60943119563,496.6509113686035,162.9473305468314,87.70154138411948,36.26506038672788,149649.66183704638,557.4139850480243,188.27791646704236,92.59522095236339,51.951994025353834
2,131349.78540512308,350.41940784591407,207.67548602740277,85.57138047773829,29.765598846940375,131352.65660905445,368.7574053623206,204.39764752910685,73.76387620385316,40.384057934759056,131465.16830553586,194.89335985272118,199.6346358811509,67.74636841218259,24.99439378671428,134470.42597134496,209.20128538000927,178.45435082898183,75.60800348931342,28.996574286467002,142362.2293054093,98.9879574363933,75.98563271365948,55.549524421532006,19.14699772017217,129171.79710709305,184.378515518387,65.76014175402713,47.05723861449444,16.464019215502606,137328.21607565766,166.97797000837025,85.59619963171332,53.847527365063634,16.347316778054857,135822.67723418007,98.65552441778371,130.9153723151383,61.18472629139947,23.42675618327586,138891.7803368909,124.11392737528165,152.61283732566613,61.85789336318625,19.949299470917932,127114.74485056664,138.4748784463346,159.40448878825418,61.96826208784926,24.0107475924903,149562.83096462925,250.50787372742496,200.1423455642387,83.58559149725367,28.153644965803984,149408.27918368453,298.62882971568854,243.94597957973644,76.47859830658349,38.331334904587294,148375.76883608647,377.55977391811155,167.59620127442633,90.35635038618722,31.004623037769004,150416.5383408816,567.09605707184,312.9070249095142,104.17286753966502,61.18074327018019
3,133136.5202012766,612.1963170513867,293.94507229514204,193.9138527404475,90.40760335727015,171766.26377952565,9929.869907903902,6010.950185331259,2922.223209484102,1530.6746174098055,132267.62247651338,186.28473295289524,106.59339732483704,71.21610433458073,25.58860300545086,136889.82472534935,307.23850215552255,155.79865025558712,102.18874623055689,46.620150269217284,142514.97621803862,376.83789237381376,207.09409113297752,86.41475588351139,41.51451088095652,128486.74063430598,206.74462118841836,100.04250240807724,77.78802068705524,35.59632965222147,137079.05763922917,159.6082641319682,159.24517813849278,92.1764043511435,29.338768537817703,135427.5508180672,282.1814874206651,184.18173600756876,107.48881881826605,47.42147482642032,138308.01931758953,494.07179568336306,193.71645731100932,149.59337882701533,54.806857360978476,127152.90719381439,401.04933139954744,150.6650930647561,103.43357416087443,50.14409516541992,150128.00800652386,385.73465700382656,166.80400876683223,116.09625082975195,53.447917173819505,151432.07129921834,221.03102235438197,132.46663486001538,80.00253306143787,24.396148794207974,179038.287544452,5586.881200330581,3591.2157742942445,1781.2614177774753,928.7116058968838,172299.1211692697,3714.2036958641693,2289.41405145128,1144.2804560662544,593.9539029721592
4,150467.39349864091,3171.4376493362806,1888.5349552638486,563.4780037424791,256.22477077046574,155338.55568873484,15039.344530729919,8113.280332708217,3403.256552060935,1786.06219765641,131645.69004805607,322.9590546937309,191.23064615528372,64.44240558019928,26.265635077653773,134077.42985607884,521.5047466195484,196.76950002106116,124.66522036537943,73.89124814036491,142544.8069147131,401.93595518848315,197.1678007640305,61.521948794795335,33.238812318920985,130019.38953324234,591.879115329291,286.98682585228283,146.46883973738267,68.02804552406002,138423.07651561566,457.30010557592703,205.3362584346159,107.39574024686561,47.31581709453103,136649.05299854165,581.3052973744612,371.28205316994223,138.14126935832388,64.88462260297437,139654.30660449227,837.9923262891479,471.32765288540384,166.93161454268454,84.54251222688464,128811.52420563472,733.4284963991408,465.02083090442034,135.21421727649002,72.03834909397453,149965.97246554206,592.3923293573928,372.841567157873,150.51340125127072,64.72168631118235,149853.06079922398,360.77346240853274,135.35211120909577,76.0797813590678,25.460652175246082,161776.02237454816,7645.127520352164,4941.205115422314,1956.405849007954,1032.1453518748979,159461.66595204256,5793.575073999246,2703.8407365630505,1283.3576027381096,682.3465254473956
5,140078.36098054264,999.0205812555143,491.86492810237564,229.11153943308247,116.70728316621582,121421.41835290719,455.2983867087098,247.7544138035983,136.22537721608626,57.59459404638775,132704.18944224075,205.61048601836916,125.38893074816241,55.48801079684,23.284513379076063,135377.6509139222,213.4016125119787,95.01357818189638,68.03868079503516,30.641195684663536,143751.22397887797,133.80817999630636,99.4212469736947,42.74389135343475,26.876085305205724,130889.78736398098,169.24762168512333,85.63545184689097,54.203031625411924,23.828168341781527,138775.9438440253,194.8819864486556,119.91696272296252,53.84863860097267,17.655037147748647,137183.6453173986,240.02040991976676,120.91961889243805,68.94383427172323,17.785890618638515,140421.386052822,234.8113105254197,77.04714012506466,71.95044464853461,26.738916634436578,129392.82252844983,156.16941434474492,75.08398046564793,65.83277678116825,20.295540622376095,150899.06243550882,306.3593385576367,140.16385479075905,69.0826436741773,25.67323277946185,151557.16520539447,307.28325455917707,147.0352838171537,60.62044935006637,21.393054732843968,147327.9731960559,458.89294543449853,265.1635404859034,122.52293452891766,60.8044191865813,150548.55774244317,728.1524298875345,333.69129662463956,124.46551672463445,66.63188968115497
6,134319.75799955332,610.7818161887084,303.77596465021605,77.9248941627406,46.703356556256935,126711.30113440334,2267.431085176854,917.9083251103582,346.9359391897049,81.14700540349357,131538.20425819082,351.0981553324496,208.97201430752074,54.93552032801702,26.099094928792006,134083.1454494417,355.6679326230113,205.21827357490272,61.01575670045098,31.852552085403918,142243.54532710076,198.01489017992543,90.89526254294485,46.68424482506198,23.286488833714046,129516.83567919128,237.58528481789946,93.6331823158367,53.67262848050323,20.266572527325543,137943.70185044006,190.212639056914,170.85640847226034,62.40340273857323,19.784924516546223,136419.2702392812,151.7631965526388,218.00619100847902,73.44092103126756,20.411679613213515,138971.3688081995,212.39664317903913,207.75166988186515,76.62816409201399,24.56808774772284,128330.99134116799,190.88114553462765,194.03985979024682,78.72869651264118,20.837874907160657,149681.77248517738,542.6777566609568,166.9102484097852,123.91947955348617,42.74189477016893,149881.64162131236,533.2122531740183,213.4349148200608,81.34875834016727,28.830066403464112,147387.59864236962,873.2193764275773,374.5235888975069,175.97039102476472,76.87882522095005,150910.49610253007,1272.0200020948782,562.4812578925054,201.49760776517346,97.68444130412679
7,135083.59091980456,2412.604968433907,954.8490408443129,196.57335476138837,87.15994721003366,147036.2524614394,3246.490109717952,937.5485974633957,181.59402404518062,74.83011592974259,133703.64719551808,243.5348916092675,207.83894617829728,95.55761710010123,34.72789285485941,137472.9266458361,468.93701284102235,211.83630128334786,155.6973645008921,58.60632390857127,142698.29647674164,441.5379038177759,177.39465168798807,107.48534877184512,49.956042067219435,129430.97643962798,386.53416262434956,136.39639701431176,67.89597560984429,33.11384091728848,138017.51681845842,282.5617437523699,147.65480255129387,66.11948247381719,27.194829978358836,136529.83939759538,376.56815091801104,293.00198881860314,89.36654277453258,28.87482580014756,139102.8691800697,481.9942982972585,291.0737038166252,110.88343561914071,42.885335543388905,129321.78972176331,402.81819859345376,302.27266899787986,105.9109856195061,38.09950687277371,152218.80109709624,455.90198124275264,326.8642582002636,143.38628238086102,60.076457268815474,152352.98869945898,634.1079632153887,430.1085025684558,158.1625864237042,76.53306576339158,169345.18540831772,2007.7190841638917,511.4120522614221,175.62691309172092,66.06014915192641,171983.6563911848,1358.9497455737628,484.34585068092554,105.46852425514963,42.481410067024015
8,137674.8331657984,892.1996116984211,527.3422407486694,290.34093053110354,121.53795163474886,123151.40487905707,986.124603495934,532.1711775132344,312.93264842265563,157.16580723432793,130412.7396511553,365.366694876234,165.27242650009836,105.11499753482231,36.71117304002425,132026.04015366596,360.2626934341974,124.04915104956282,111.51928734887483,47.0085255685447,141378.43884742944,241.09259318167716,103.19778289394812,64.48152060918078,27.96194105454428,129344.7599132831,212.84911933978535,114.73882519657971,68.28251007759589,25.512318004621832,139092.24776359345,214.54412699931842,80.25944026308343,61.76864785343499,19.304217382199614,135852.8870038042,204.6231366982756,118.86835559415142,76.13172190971311,46.701124933046565,138311.54373647977,265.1133210716064,117.9862467894663,54.39549119801776,34.89214683786533,127930.32430559697,316.8819691915772,130.27972945734206,69.843406863067,35.614787805891545,147438.42103333876,346.96185407782275,120.99103740971844,133.07447102383338,98.22641396155196,147324.09294916104,494.9796635872479,208.35253774831858,82.76706048528301,29.783370570520034,140284.85769654813,953.5415524401827,386.3714604602549,284.73364020911,180.7148744638039,144605.23778456866,1246.8689329064046,587.8170487850498,386.6810704358967,200.117004128758
9,130752.46777592751,513.703830019343,205.3102076545169,77.21614754364795,42.046683232867935,122876.42550681216,846.5629122129126,444.036407623891,223.60840911049047,116.58829629354884,128666.98245418392,323.92647180330914,156.64264549870242,73.08180508327887,25.29303828287731,130942.0613422063,360.6009176644517,169.12757420176357,104.83268985332835,44.43971274929067,139168.89513640423,295.35494970232554,116.89570145373553,79.5005746842523,38.70588488718092,127653.95852705353,217.08454727063378,130.02765204144526,61.557971634616074,28.56520096560846,136632.03610519788,183.80628400561312,122.79841197647136,47.145369767453694,21.91317647767398,133898.89560132925,191.2573813626513,148.83691331715337,65.79950430021051,32.0497988185803,136941.20024689933,272.40818288574917,200.43665036613854,86.77520643332343,38.72598803048832,126439.36017237024,308.5873899241818,233.09543289257488,90.60621257467679,41.01916878983176,146119.92607359585,467.0237797044974,298.610294225074,125.19380543962899,68.58064884119133,147123.4666617161,366.0200807242173,242.99866919453618,100.44086586940068,52.738503062587704,144789.34433634268,902.487644762373,535.81146818764,273.1261580315005,129.58819434944692,145411.82543639283,794.0384974531951,393.25630693391713,226.98534860283638,111.61678658032136
